Timestamp,User_ID,IP_Address,Activity_Type,Resource_Accessed,File_Name,Action,Login_Attempts,File_Size,Anomaly_Type,Label
2024-10-04 23:19:28.997764,2885,192.168.156.89,Network_Traffic,/network/logs/new_project.docx,,Delete,,,None,Normal
2024-10-04 11:00:14.566700,1967,172.22.207.114,File_Modification,/shared/documents/report2.pdf,report2.pdf,Write,,2.64,None,Normal
2024-09-13 19:20:50.719782,6147,192.168.6.11,USB_Insert,/server/report2.pdf,,Read,,,None,Normal
2024-09-13 15:25:34.456836,4820,192.168.246.58,Login,/shared/documents/document2.docx,,Failed,1.0,,None,Normal
2024-10-05 20:02:15.111226,1126,10.200.148.29,Network_Traffic,/shared/documents/new_project.docx,,Write,,,None,Normal
2024-09-21 15:41:22.602429,1449,10.198.140.86,Remote_Login,/project/report1.pdf,,Read,3.0,,USB_Access,Suspicious
2024-10-05 20:56:04.695763,8485,10.53.173.46,File_Modification,/shared/documents/secrets.txt,secrets.txt,Success,,11.19,None,Normal
2024-10-12 07:34:35.295750,2088,172.17.193.238,File_Deletion,/backup/report1.pdf,report1.pdf,Read,,46.49,None,Normal
2024-10-02 15:19:21.647197,8031,192.168.85.81,Network_Traffic,/shared/documents/report2.pdf,,N/A,,,None,Normal
2024-10-01 15:29:49.410461,1411,172.20.137.209,USB_Insert,/project/secrets.txt,,Write,,,None,Normal
2024-10-12 04:35:31.711328,3931,10.59.205.104,File_Modification,/network/logs/document2.docx,document2.docx,Write,,28.52,None,Normal
2024-09-20 15:32:08.111965,5259,192.168.208.250,File_Deletion,/shared/documents/document2.docx,document2.docx,Failed,,24.95,None,Normal
2024-09-23 20:16:30.154806,6714,10.67.151.161,Login,/server/document2.docx,,Inserted,8.0,,None,Normal
2024-10-05 18:01:02.383181,5215,172.24.6.36,File_Modification,/shared/documents/new_project.docx,new_project.docx,Failed,,13.03,None,Normal
2024-09-13 16:16:30.623194,8991,192.168.93.13,File_Deletion,/confidential/new_project.docx,new_project.docx,Read,,16.02,None,Normal
2024-09-13 02:52:40.631175,7762,192.168.207.14,Network_Traffic,/shared/documents/report2.pdf,,Inserted,,,None,Normal
2024-10-05 22:41:21.631711,1685,10.146.230.251,File_Modification,/backup/report1.pdf,report1.pdf,Delete,,7.08,None,Normal
2024-09-13 15:03:24.149188,6905,192.168.215.177,File_Deletion,/shared/documents/data.csv,data.csv,Read,,38.68,None,Normal
2024-10-08 18:40:52.204458,7312,172.24.33.223,Login,/shared/documents/new_project.docx,,Read,5.0,,None,Normal
2024-09-25 18:40:03.451679,7134,10.232.157.31,Login,/network/logs/secrets.txt,,N/A,7.0,,None,Normal
2024-10-02 16:18:02.002609,1869,10.247.93.213,File_Deletion,/server/new_project.docx,new_project.docx,Write,,23.65,None,Normal
2024-09-18 05:24:52.286885,7704,10.196.128.214,Network_Traffic,/backup/document2.docx,,Inserted,,,None,Normal
2024-09-15 21:14:35.942864,8825,192.168.85.130,File_Deletion,/network/logs/report2.pdf,report2.pdf,Delete,,44.51,None,Normal
2024-09-22 04:23:41.443959,2811,10.181.115.5,Login,/project/report2.pdf,,N/A,4.0,,None,Normal
2024-10-07 06:17:32.152687,2736,192.168.157.198,Login,/confidential/secrets.txt,,Inserted,8.0,,None,Normal
2024-09-21 09:05:43.038677,2467,172.19.146.46,File_Access,/backup/data.csv,data.csv,Success,,24.97,None,Normal
2024-09-15 19:44:17.599658,7967,10.74.145.204,File_Modification,/shared/documents/new_project.docx,new_project.docx,Delete,,17.13,None,Normal
2024-10-06 04:44:44.045385,8640,172.19.37.221,USB_Insert,/project/new_project.docx,,Delete,,,None,Normal
2024-10-01 06:02:11.584806,7098,10.120.85.171,File_Deletion,/confidential/report2.pdf,report2.pdf,Success,,48.83,None,Normal
2024-09-18 01:28:40.727196,5398,172.28.24.11,File_Modification,/shared/documents/new_project.docx,new_project.docx,Failed,,26.25,None,Normal
2024-10-02 17:26:43.689123,8303,192.168.109.140,Login,/server/document2.docx,,Delete,2.0,,DDoS_Attempt,Suspicious
2024-09-26 09:01:05.548612,3651,172.26.155.40,File_Modification,/backup/new_project.docx,new_project.docx,Success,,15.13,None,Normal
2024-09-18 15:24:47.014673,5590,192.168.183.241,File_Deletion,/confidential/new_project.docx,new_project.docx,Delete,,24.75,None,Normal
2024-10-06 23:53:52.894969,6719,10.224.128.79,File_Modification,/network/logs/new_project.docx,new_project.docx,Failed,,27.68,None,Normal
2024-10-03 23:58:30.637264,6698,172.19.217.5,File_Access,/server/report2.pdf,report2.pdf,Delete,,0.76,None,Normal
2024-09-27 12:09:46.027690,4121,192.168.170.214,File_Deletion,/shared/documents/document2.docx,document2.docx,Inserted,,43.23,None,Normal
2024-09-16 10:26:30.443341,5832,10.208.112.181,File_Deletion,/network/logs/new_project.docx,new_project.docx,N/A,,16.97,None,Normal
2024-09-13 17:56:46.841166,8826,192.168.193.31,USB_Insert,/backup/document2.docx,,Write,,,Brute_Force,Suspicious
2024-10-08 16:57:00.070233,3341,192.168.18.140,USB_Insert,/shared/documents/secrets.txt,,Delete,,,None,Normal
2024-10-10 11:52:14.565157,2907,172.19.63.169,Remote_Login,/confidential/report2.pdf,,Read,6.0,,None,Normal
2024-09-22 17:02:15.191869,1695,172.20.60.240,Login,/project/secrets.txt,,Delete,1.0,,None,Normal
2024-10-04 22:34:20.781909,8399,172.19.248.9,File_Modification,/backup/document2.docx,document2.docx,Failed,,34.34,None,Normal
2024-09-27 15:36:23.883680,5266,10.78.156.33,File_Modification,/network/logs/secrets.txt,secrets.txt,Success,,17.47,None,Normal
2024-10-12 05:44:09.896350,2306,192.168.186.85,File_Modification,/network/logs/new_project.docx,new_project.docx,Success,,19.82,None,Normal
2024-10-03 21:48:23.275016,3799,172.30.222.162,File_Modification,/shared/documents/secrets.txt,secrets.txt,Inserted,,3.57,None,Normal
2024-10-01 22:11:23.349690,1572,10.119.157.128,File_Access,/confidential/report1.pdf,report1.pdf,Inserted,,11.86,Data_Exfil,Suspicious
2024-09-27 08:08:01.227234,9429,10.117.231.241,Network_Traffic,/network/logs/report2.pdf,,Failed,,,None,Normal
2024-09-12 15:03:38.257277,9918,192.168.114.173,Remote_Login,/network/logs/data.csv,,Read,2.0,,None,Normal
2024-10-01 02:46:41.516544,4908,10.153.119.29,Remote_Login,/network/logs/report1.pdf,,Success,1.0,,None,Normal
2024-10-03 19:04:48.192637,2298,10.24.59.213,File_Modification,/network/logs/secrets.txt,secrets.txt,Success,,33.53,None,Normal
2024-10-01 22:38:42.814660,5978,10.119.41.95,Login,/project/data.csv,,Success,2.0,,None,Normal
2024-09-16 20:35:11.032174,4422,10.165.3.251,File_Access,/shared/documents/new_project.docx,new_project.docx,Delete,,46.25,None,Normal
2024-09-19 18:50:59.503626,5831,10.176.243.54,Remote_Login,/network/logs/secrets.txt,,Success,6.0,,None,Normal
2024-10-11 11:45:59.996348,6896,172.16.142.236,USB_Insert,/backup/report2.pdf,,Failed,,,None,Normal
2024-10-01 15:13:24.394899,8674,10.241.184.68,File_Deletion,/backup/report1.pdf,report1.pdf,N/A,,22.67,None,Normal
2024-10-10 12:18:01.923780,6349,172.26.149.247,File_Access,/confidential/report1.pdf,report1.pdf,Delete,,22.53,None,Normal
2024-09-13 21:21:17.252807,2859,10.66.198.117,Login,/backup/new_project.docx,,Inserted,7.0,,None,Normal
2024-10-01 13:36:47.672957,4284,172.23.95.83,File_Access,/backup/report2.pdf,report2.pdf,Write,,25.31,Brute_Force,Suspicious
2024-09-14 21:33:39.436675,4691,172.27.173.182,Remote_Login,/server/document2.docx,,Delete,10.0,,None,Normal
2024-09-14 21:18:16.775241,7836,172.19.70.147,Login,/confidential/report2.pdf,,Success,7.0,,None,Normal
2024-10-04 08:34:59.628314,4737,172.27.4.110,File_Deletion,/project/document2.docx,document2.docx,Write,,45.43,None,Normal
2024-10-03 22:26:15.405725,5632,172.22.163.4,Remote_Login,/server/report2.pdf,,Failed,10.0,,None,Normal
2024-09-20 21:46:48.351614,8150,10.116.166.29,File_Deletion,/backup/data.csv,data.csv,Read,,49.1,None,Normal
2024-09-27 23:26:39.552911,3076,172.29.180.250,USB_Insert,/confidential/new_project.docx,,Inserted,,,None,Normal
2024-09-23 15:29:32.928747,5845,192.168.96.91,Network_Traffic,/server/document2.docx,,Read,,,None,Normal
2024-09-15 04:09:41.201093,6780,192.168.209.20,Remote_Login,/confidential/report2.pdf,,Success,5.0,,None,Normal
2024-09-23 19:39:02.527984,4947,10.206.96.7,USB_Insert,/backup/report1.pdf,,Delete,,,None,Normal
2024-09-20 18:05:13.669436,2207,192.168.146.98,File_Modification,/shared/documents/data.csv,data.csv,Inserted,,4.97,None,Normal
2024-09-15 09:29:25.138329,3036,192.168.123.134,USB_Insert,/project/new_project.docx,,Inserted,,,None,Normal
2024-10-11 11:24:23.151900,8776,192.168.189.164,File_Modification,/shared/documents/document2.docx,document2.docx,N/A,,7.67,None,Normal
2024-09-21 12:40:02.352137,2360,172.19.219.57,File_Deletion,/server/report2.pdf,report2.pdf,Read,,19.55,None,Normal
2024-10-08 05:27:40.432516,9778,10.33.218.50,Network_Traffic,/network/logs/document2.docx,,Failed,,,None,Normal
2024-09-24 02:33:36.240258,5175,172.25.192.229,USB_Insert,/backup/secrets.txt,,Delete,,,None,Normal
2024-10-03 21:46:42.356435,4258,10.192.83.77,File_Modification,/network/logs/report1.pdf,report1.pdf,Inserted,,2.49,None,Normal
2024-10-08 03:55:45.597548,8663,172.28.30.127,USB_Insert,/backup/report1.pdf,,Inserted,,,None,Normal
2024-09-25 20:34:42.583132,6877,192.168.171.212,File_Deletion,/project/new_project.docx,new_project.docx,Inserted,,15.14,None,Normal
2024-09-20 18:51:27.282213,2709,172.19.233.186,File_Access,/network/logs/report1.pdf,report1.pdf,Success,,0.73,None,Normal
2024-10-05 17:18:03.203352,6708,10.185.178.198,Remote_Login,/confidential/new_project.docx,,N/A,6.0,,DDoS_Attempt,Suspicious
2024-09-18 08:27:05.272126,5741,192.168.158.47,File_Modification,/network/logs/report1.pdf,report1.pdf,Delete,,45.42,None,Normal
2024-10-01 20:24:11.274977,4442,10.0.204.37,File_Access,/backup/report2.pdf,report2.pdf,Delete,,26.44,None,Normal
2024-09-26 03:47:15.837658,9784,10.196.255.221,File_Deletion,/server/data.csv,data.csv,Delete,,3.04,None,Normal
2024-10-06 09:36:28.164916,4555,192.168.117.76,USB_Insert,/shared/documents/report1.pdf,,Read,,,None,Normal
2024-09-16 15:06:32.712109,7000,172.26.171.249,Network_Traffic,/backup/secrets.txt,,Failed,,,None,Normal
2024-10-05 10:26:50.140469,9797,192.168.3.22,Network_Traffic,/backup/data.csv,,Success,,,None,Normal
2024-10-07 16:48:57.977910,9952,192.168.176.57,USB_Insert,/network/logs/data.csv,,Write,,,None,Normal
2024-09-26 17:26:17.763145,7978,172.28.63.184,File_Deletion,/network/logs/new_project.docx,new_project.docx,Failed,,12.2,None,Normal
2024-09-24 01:38:08.864462,6230,192.168.213.91,Login,/backup/new_project.docx,,Read,10.0,,None,Normal
2024-09-18 19:51:14.417281,3604,172.31.5.136,Remote_Login,/backup/document2.docx,,Delete,9.0,,None,Normal
2024-09-14 17:27:23.649564,5792,10.101.91.117,File_Deletion,/shared/documents/report2.pdf,report2.pdf,Read,,2.23,None,Normal
2024-10-03 07:38:30.078154,7785,172.22.167.119,Login,/backup/report1.pdf,,N/A,3.0,,None,Normal
2024-09-25 05:39:21.229538,5415,10.116.136.243,USB_Insert,/confidential/report2.pdf,,Delete,,,USB_Access,Suspicious
2024-09-21 05:42:17.878219,1156,192.168.18.91,File_Modification,/network/logs/report1.pdf,report1.pdf,Delete,,30.25,None,Normal
2024-09-14 20:39:14.920501,3996,192.168.21.108,Network_Traffic,/project/document2.docx,,N/A,,,None,Normal
2024-09-24 04:40:03.699502,7919,192.168.100.74,Remote_Login,/backup/data.csv,,N/A,2.0,,None,Normal
2024-09-15 16:03:59.898323,6930,192.168.166.53,Remote_Login,/shared/documents/report1.pdf,,Read,1.0,,None,Normal
2024-09-29 05:04:34.043848,4863,192.168.132.91,File_Access,/confidential/secrets.txt,secrets.txt,Read,,32.14,None,Normal
2024-10-04 06:37:53.976002,9686,10.185.163.102,File_Deletion,/server/report1.pdf,report1.pdf,Write,,29.44,None,Normal
2024-09-28 07:58:11.140673,2202,172.18.194.4,Network_Traffic,/confidential/new_project.docx,,Success,,,None,Normal
2024-09-18 07:19:10.333230,9945,172.24.72.178,File_Modification,/project/secrets.txt,secrets.txt,Delete,,40.74,None,Normal
2024-09-27 03:46:46.514594,9908,192.168.200.53,File_Access,/project/document2.docx,document2.docx,Success,,7.71,Brute_Force,Suspicious
2024-09-30 01:48:12.525072,5102,172.20.182.0,Remote_Login,/backup/report1.pdf,,Write,3.0,,Brute_Force,Suspicious
2024-10-01 22:55:02.541826,6477,192.168.6.184,Remote_Login,/shared/documents/document2.docx,,Success,3.0,,Data_Exfil,Suspicious
2024-09-22 06:16:57.145784,8672,172.28.38.89,Network_Traffic,/network/logs/document2.docx,,Success,,,None,Normal
2024-09-14 20:17:14.699120,1354,192.168.193.215,File_Deletion,/shared/documents/new_project.docx,new_project.docx,Inserted,,32.54,None,Normal
2024-09-24 23:27:49.091774,4157,10.71.234.153,Network_Traffic,/network/logs/report1.pdf,,Read,,,USB_Access,Suspicious
2024-09-16 09:20:25.490674,4138,10.215.115.26,Remote_Login,/backup/data.csv,,Read,8.0,,None,Normal
2024-09-15 07:09:57.921299,8180,192.168.115.118,Network_Traffic,/server/new_project.docx,,Inserted,,,None,Normal
2024-09-30 09:36:45.056796,7821,172.20.242.217,Login,/shared/documents/report2.pdf,,Read,10.0,,None,Normal
2024-09-21 06:44:50.955284,5067,172.18.106.154,Network_Traffic,/network/logs/data.csv,,Delete,,,None,Normal
2024-09-20 14:44:27.946388,7576,10.70.148.123,File_Access,/server/report1.pdf,report1.pdf,Inserted,,2.22,None,Normal
2024-10-08 01:50:58.923835,8133,10.226.52.165,File_Deletion,/project/report2.pdf,report2.pdf,Inserted,,32.63,USB_Access,Suspicious
2024-09-26 07:39:33.751232,1650,192.168.147.134,Login,/shared/documents/data.csv,,Inserted,6.0,,None,Normal
2024-10-12 00:42:53.308707,4953,172.29.116.84,Network_Traffic,/project/document2.docx,,N/A,,,None,Normal
2024-09-24 13:49:54.910847,8627,10.56.12.78,Login,/shared/documents/secrets.txt,,Write,1.0,,None,Normal
2024-09-20 04:14:32.165519,2916,172.21.169.217,File_Deletion,/confidential/document2.docx,document2.docx,Delete,,39.67,None,Normal
2024-09-24 01:17:59.575464,6380,192.168.175.221,File_Modification,/shared/documents/report2.pdf,report2.pdf,N/A,,25.35,None,Normal
2024-09-13 07:22:42.887535,3305,192.168.227.184,File_Modification,/confidential/report2.pdf,report2.pdf,Read,,42.17,DDoS_Attempt,Suspicious
2024-10-01 19:39:03.629438,2447,10.58.166.182,File_Access,/server/secrets.txt,secrets.txt,N/A,,32.58,DDoS_Attempt,Suspicious
2024-10-02 08:37:32.644358,1876,192.168.125.170,Remote_Login,/server/new_project.docx,,N/A,1.0,,None,Normal
2024-09-22 11:34:48.236974,8241,172.29.166.240,File_Access,/network/logs/document2.docx,document2.docx,Delete,,35.74,None,Normal
2024-10-06 07:07:51.427831,6065,192.168.147.60,USB_Insert,/network/logs/report2.pdf,,N/A,,,None,Normal
2024-10-07 05:32:38.425488,6914,10.25.191.59,Remote_Login,/backup/secrets.txt,,Write,1.0,,None,Normal
2024-10-12 02:54:58.786424,7265,192.168.13.188,File_Deletion,/network/logs/report2.pdf,report2.pdf,Read,,17.16,None,Normal
2024-09-27 09:23:20.131965,6842,10.96.141.175,Network_Traffic,/backup/secrets.txt,,Read,,,None,Normal
2024-09-25 03:29:49.861070,3113,10.185.244.25,File_Modification,/shared/documents/report1.pdf,report1.pdf,Inserted,,11.48,USB_Access,Suspicious
2024-09-30 07:42:56.960982,1194,192.168.221.26,File_Modification,/backup/secrets.txt,secrets.txt,N/A,,1.53,None,Normal
2024-09-21 11:37:25.304152,9093,192.168.132.87,Login,/shared/documents/document2.docx,,Success,8.0,,None,Normal
2024-09-18 14:04:58.187240,1907,172.30.83.215,File_Deletion,/server/secrets.txt,secrets.txt,Failed,,34.27,None,Normal
2024-09-21 18:20:40.440588,4195,10.42.44.195,Remote_Login,/shared/documents/data.csv,,Write,8.0,,None,Normal
